<Ahmad_Bourghani>,<wikicat_Iranian_people>
<Ahmad_Bourghani>,<wikicat_Iranian_politicians>
<Ahmad_Bourghani>,<wikicat_Iranian_reformists>
<Ahmad_Bourghani>,<wikicat_People_from_Tehran>
<Ahmad_Bourghani>,<wordnet_president_110467179>
<fa/محمدجواد_فریدزاده>,<wikicat_Iranian_politicians>
<fa/محمدجواد_فریدزاده>,<wikicat_Living_people>
<fa/محمدجواد_فریدزاده>,<wikicat_Philosophy_academics>
<fa/غلامحسین_خان_سالار_محتشم>,<wikicat_Iranian_generals>
<fa/غلامحسین_خان_سالار_محتشم>,<wikicat_Iranian_politicians>
<fa/غلامحسین_خان_سالار_محتشم>,<wikicat_People_from_Ahvaz>
<Al-Muqanna>,<wikicat_8th-century_Iranian_people>
<Al-Muqanna>,<wikicat_Executed_Iranian_people>
<Al-Muqanna>,<wikicat_Insurgents>
<Al-Muqanna>,<wikicat_Iranian_politicians>
<Al-Muqanna>,<wikicat_Iranian_prophets>
<Al-Muqanna>,<wikicat_Iranian_religious_leaders>
<Al-Muqanna>,<wikicat_Medieval_Persian_people>
<Al-Muqanna>,<wikicat_Persian_people>
<Al-Muqanna>,<wikicat_Prophets>
<Al-Muqanna>,<wikicat_Religious_leaders>
<Jamileh_Kadivar>,<wikicat_Iranian_Majlis_Representatives>
<Jamileh_Kadivar>,<wikicat_Iranian_academics>
<Jamileh_Kadivar>,<wikicat_Iranian_reformists>
<Jamileh_Kadivar>,<wikicat_Iranian_women>
<Jamileh_Kadivar>,<wikicat_Iranian_women_academics>
<Jamileh_Kadivar>,<wikicat_Iranian_women_in_politics>
<Jamileh_Kadivar>,<wikicat_Iranian_women_writers>
<Jamileh_Kadivar>,<wikicat_Living_people>
<Jamileh_Kadivar>,<wikicat_People_from_Fars_Province>
<Jamileh_Kadivar>,<wordnet_officeholder_110371450>
<Jamileh_Kadivar>,<wordnet_person_100007846>
<Hassan_Abbasi>,<wikicat_Iranian_politicians>
<Hassan_Abbasi>,<wikicat_Living_people>
<Kasra_Nikzad>,<wikicat_Iranian_politicians>
<Kasra_Nikzad>,<wikicat_Living_people>
<Hossein_Navab>,<wikicat_Ambassadors_of_Iran_to_the_Netherlands>
<Hossein_Navab>,<wikicat_Government_ministers_of_Iran>
<Hossein_Navab>,<wikicat_Iranian_diplomats>
<Hossein_Navab>,<wordnet_politician_110450303>
<Imam-Quli_Khan>,<wikicat_17th-century_people>
<Imam-Quli_Khan>,<wikicat_Executed_Iranian_people>
<Imam-Quli_Khan>,<wikicat_Executed_people_from_Georgia_(country)>
<Imam-Quli_Khan>,<wikicat_Iranian_people_of_Georgian_descent>
<Imam-Quli_Khan>,<wikicat_Iranian_politicians>
<Imam-Quli_Khan>,<wikicat_Safavid_generals>
<fa/الیاس_نادران>,<wikicat_Iranian_economists>
<fa/الیاس_نادران>,<wikicat_Iranian_politicians>
<fa/الیاس_نادران>,<wikicat_Living_people>
<fa/الیاس_نادران>,"<wikicat_People_from_Shahrud,_Iran>"
<fa/الیاس_نادران>,<wordnet_officeholder_110371450>
<Mansoor_Hekmat>,<wikicat_Alborz_High_School_alumni>
<Mansoor_Hekmat>,<wikicat_Alumni_of_the_University_of_Bath>
<Mansoor_Hekmat>,<wikicat_Iranian_emigrants_to_the_United_Kingdom>
<Mansoor_Hekmat>,<wikicat_Iranian_politicians>
<Mansoor_Hekmat>,<wikicat_Iranian_revolutionaries>
<Mansoor_Hekmat>,<wikicat_Marxist_humanists>
<Mansoor_Hekmat>,<wikicat_Marxist_theorists>
<Mansoor_Hekmat>,<wikicat_People_from_Tehran>
<Mansoor_Hekmat>,<wikicat_People_of_the_Iranian_Revolution>
<Mansoor_Hekmat>,<wikicat_Shiraz_University_alumni>
<Mansoor_Hekmat>,<wordnet_officeholder_110371450>
<Abolfazl_Fateh>,<wikicat_Alumni_of_the_University_of_Oxford>
<Abolfazl_Fateh>,<wikicat_Iranian_journalists>
<Abolfazl_Fateh>,<wikicat_Iranian_physicians>
<Abolfazl_Fateh>,<wikicat_Iranian_politicians>
<Abolfazl_Fateh>,<wikicat_Living_people>
<Abolfazl_Fateh>,<wikicat_People_from_Tehran>
<Parviz_C._Radji>,<wikicat_Ambassadors_of_Iran_to_the_United_Kingdom>
<Parviz_C._Radji>,<wikicat_Iranian_diplomats>
<Parviz_C._Radji>,<wikicat_Iranian_politicians>
<Mohammad_Mofatteh>,<wikicat_Iranian_ayatollahs>
<Mohammad_Mofatteh>,<wikicat_Iranian_philosophers>
<Mohammad_Mofatteh>,<wikicat_Iranian_politicians>
<Mohammad_Mofatteh>,<wikicat_Iranian_writers>
<Mohammad_Mofatteh>,<wikicat_People_from_Famenin>
<Mohammad_Mofatteh>,<wikicat_People_of_the_Iranian_Revolution>
<Mohammad_Mofatteh>,<wikicat_Shia_Muslim_scholars>
<Bijan_Namdar_Zangeneh>,<wikicat_Government_ministers_of_Iran>
<Bijan_Namdar_Zangeneh>,<wikicat_Iranian_Vice_Ministers>
<Bijan_Namdar_Zangeneh>,<wikicat_Iranian_civil_engineers>
<Bijan_Namdar_Zangeneh>,<wikicat_Iranian_reformists>
<Bijan_Namdar_Zangeneh>,<wikicat_Living_people>
<Bijan_Namdar_Zangeneh>,<wikicat_Oil_ministers_of_Iran>
<Bijan_Namdar_Zangeneh>,<wikicat_People_from_Kermanshah>
<Bijan_Namdar_Zangeneh>,<wordnet_officeholder_110371450>
<Bijan_Namdar_Zangeneh>,<wordnet_president_110467179>
<Alireza_Zakani>,<wikicat_Iranian_Majlis_Representatives>
<Alireza_Zakani>,<wikicat_Iranian_politicians>
<Alireza_Zakani>,<wikicat_Living_people>
<Alireza_Zakani>,<wikicat_People_from_Tehran>
<Alireza_Zakani>,<wordnet_minister_110320863>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Combatant_Clergy_Association_politicians>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Executives_of_Construction_Party_politicians>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Government_ministers_of_Iran>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Iranian_ayatollahs>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Iranian_writers>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Islamic_Republican_Party_politicians>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Living_people>
<Akbar_Hashemi_Rafsanjani>,<wikicat_People_from_Rafsanjan>
<Akbar_Hashemi_Rafsanjani>,<wikicat_People_of_the_Iranian_Revolution>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Presidents_of_Iran>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Speakers_of_the_Assembly_of_Experts>
<Akbar_Hashemi_Rafsanjani>,<wikicat_Speakers_of_the_Islamic_Consultative_Assembly_(Iran)>
<Akbar_Hashemi_Rafsanjani>,<wordnet_officeholder_110371450>
<Ahmad_Tavakkoli>,<wikicat_Government_ministers_of_Iran>
<Ahmad_Tavakkoli>,<wikicat_Iranian_Majlis_Representatives>
<Ahmad_Tavakkoli>,<wikicat_Iranian_prosecutors>
<Ahmad_Tavakkoli>,<wikicat_Islamic_Coalition_Party_politicians>
<Ahmad_Tavakkoli>,<wikicat_Living_people>
<Ahmad_Tavakkoli>,<wordnet_minister_110320863>
<Ahmad_Tavakkoli>,<wordnet_officeholder_110371450>
<Effat_Marashi>,<wikicat_Living_people>
<Effat_Marashi>,<wikicat_People_from_Kerman>
