<Mohammad_Javad_Tondguyan>,<male>,
<Mohammad_Javad_Zarif>,<male>,"جواد ظريف"@fas
<Mohammad_Kazem_Shariatmadari>,<male>,"ايت الله العظمي شريعتمداري"@fas
<Mohammad_Khatami>,<male>,"سید محمدخاتمی"@fas
<Mohammad_Marandi>,<male>,"سید محمد مرندی"@fas
<Mohammad_Mehdi_Zahedi>,<male>,"محمد‌مهدی زاهدی"@fas
<Mohammad_Mofatteh>,<male>,"محمد مفتح"@fas
<Mohammad_Mosaddegh>,<male>,"محمد مصدق السلطنه"@fas
<Mohammad_Nahavandian>,<male>,"نهاوندیان"@fas
<Mohammad_Reyshahri>,<male>,"ری شهری"@fas
<Mohammad_Reza_Ameli_Tehrani>,<male>,"محمد رضا عاملی تهرانی"@fas
<Mohammad_Reza_Aref>,<male>,"دكتر عارف"@fas
<Mohammad_Reza_Pahlavi>,,"پهلوي دوم"@fas
<Mohammad_Reza_Rahimi>,<male>,"محمد رضا رحیمی"@fas
<Mohammad_Sa'ed>,<male>,"محمد ساعد مراغه ای"@fas
<Mohammad_Saeedikia>,<male>,"محمد سعیدی کیا"@fas
<Mohammad_Salimi>,<male>,"محمد سلیمی"@fas
<Mohammad_Shariatmadari>,<male>,
<Mohammad_Soleimani>,<male>,"محمد سلیمانی"@fas
<Mohammad_Vali_Khan_Tonekaboni>,<male>,"سپهدار اعظم تنکابنی"@fas
<Mohammad_Yeganeh>,<male>,"محمد يگانه"@fas
<Mohammed_Emami-Kashani>,,
<Mohammed_Kazem_Yazdi>,<male>,"سيد محمدكاظم طباطبايي يزدي"@fas
<Mohammed_Sharif_Malekzadeh>,<male>,"شریف ملک زاده"@fas
<Mohsen_Aminzadeh>,<male>,"محسن امین‌زاده"@fas
<Mohsen_Hashemi>,<male>,
<Mohsen_Hashemi_Rafsanjani>,,"محسن هاشمی رفسنجانی"@fas
<Mohsen_Kadivar>,<male>,"محسن كديور"@fas
<Mohsen_Mirdamadi>,<male>,"محسن ميردامادي"@fas
<Mohsen_Nourbakhsh>,<male>,"سيد محسن نوربخش"@fas
<Mohsen_Rafighdoost>,<male>,"محسن رفيق دوست"@fas
<Mohsen_Rais>,<male>,
<Mohsen_Rezaee>,<male>,"سبزوار رضایی"@fas
<Mohsen_Sadr>,<male>,"صدرالاشراف"@fas
<Mojtaba_Khamenei>,<male>,"مجتبی خامنه‌ای"@fas
<Mojtaba_Vahedi>,<male>,"مجتبی واحدی"@fas
<Morteza-Qoli_Bayat>,<male>,"سهام السلطان بيات"@fas
<Morteza_Ansari>,,"شیخ انصاری"@fas
<Morteza_Bakhtiari>,<male>,
